ProductID,ProductName,Category,Subcategory,SupplierID,Cost,Price,ProductStatus
379,Alpine Tents,Camping,Tents,36,54.97,111.5,Discontinued
380,Alpine Tents,Camping,Tents,39,94.94,145.29,Active
381,TrailPro Hiking Boots,Footwear,Hiking Boots,47,109.31,272.27,Active
382,Professional Rods,Fishing,Rods,20,101.38,161.64,Active
383,Summit Hiking Boots,Footwear,Hiking Boots,20,50.13,89.55,Discontinued
384,Trail Comfort Sleeping Bags,Camping,Sleeping Bags,32,236.61,570.05,Active
385,Summit Hiking Boots,Footwear,Hiking Boots,22,83.12,226.78,Discontinued
386,Outdoor Shirts,Apparel,Shirts,42,113.35,289.38,Active
387,Moisture Shirts,Apparel,Shirts,21,237.35,399.03,Active
388,Adventure Trail Shoes,Footwear,Trail Shoes,37,186.37,426.05,Active
389,Outdoor Shirts,Apparel,Shirts,8,205.96,401.64,Active
390,Professional Rods,Fishing,Rods,47,194.23,279.24,Discontinued
391,Ocean Kayaks,Kayaking,Kayaks,5,201.44,516.45,Discontinued
392,Carbon Paddles,Kayaking,Paddles,43,162.0,281.69,Active
393,Aluminum Paddles,Kayaking,Paddles,31,27.75,77.34,Discontinued
394,Tournament Reels,Fishing,Reels,45,18.82,51.86,Active
395,TrailMaster Tents,Camping,Tents,37,49.92,112.71,Discontinued
396,Performance Shirts,Apparel,Shirts,33,12.53,22.08,Active
397,Adventure Trail Shoes,Footwear,Trail Shoes,45,121.14,284.85,Active
398,Thermal Jackets,Apparel,Jackets,6,35.09,69.56,Active
399,Ocean Kayaks,Kayaking,Kayaks,14,84.85,172.88,Discontinued
400,Performance Shirts,Apparel,Shirts,21,115.16,273.56,Active
401,StormGuard Jackets,Apparel,Jackets,42,37.62,97.39,Active
402,Explorer Kayaks,Kayaking,Kayaks,11,68.54,112.7,Active
403,Pro Reels,Fishing,Reels,12,65.65,129.14,Active
404,Aluminum Paddles,Kayaking,Paddles,13,17.01,38.44,Discontinued
405,Pro Reels,Fishing,Reels,18,11.07,18.83,Active
406,Professional Rods,Fishing,Rods,30,54.87,101.86,Active
407,Moisture Shirts,Apparel,Shirts,25,241.82,444.65,Discontinued
408,Lake Rods,Fishing,Rods,12,94.48,192.83,Active
409,Professional Rods,Fishing,Rods,20,42.15,65.97,Active
410,Ultralight Trekking Poles,Hiking,Trekking Poles,39,43.93,85.39,Active
411,Pro Reels,Fishing,Reels,45,54.58,124.97,Active
412,Lake Rods,Fishing,Rods,54,79.32,131.82,Discontinued
413,Lake Rods,Fishing,Rods,13,238.44,495.59,Discontinued
414,Pro Reels,Fishing,Reels,54,174.33,345.5,Discontinued
415,Summit Hiking Boots,Footwear,Hiking Boots,15,145.7,366.32,Active
416,Cold Weather Sleeping Bags,Camping,Sleeping Bags,30,139.03,227.38,Discontinued
417,Professional Rods,Fishing,Rods,53,37.41,92.97,Active
418,Professional Rods,Fishing,Rods,28,115.93,197.77,Active
419,Ocean Kayaks,Kayaking,Kayaks,17,219.95,317.85,Active
420,Cold Weather Sleeping Bags,Camping,Sleeping Bags,52,196.15,339.68,Active
421,Carbon Paddles,Kayaking,Paddles,53,157.88,394.51,Active
422,Rechargeable Lighting,Camping,Lighting,11,137.75,307.95,Active
423,Aluminum Paddles,Kayaking,Paddles,33,147.46,403.06,Active
424,Carbon Trekking Poles,Hiking,Trekking Poles,9,248.2,648.76,Active
425,Adventure Backpacks,Hiking,Backpacks,54,87.3,152.48,Discontinued
426,Mountain Hiking Boots,Footwear,Hiking Boots,25,161.78,368.69,Discontinued
427,LED Camp Lighting,Camping,Lighting,45,106.68,261.34,Active
428,Adventure Trail Shoes,Footwear,Trail Shoes,55,149.67,391.61,Active
429,Aluminum Paddles,Kayaking,Paddles,26,214.03,538.06,Active
430,TrailPro Hiking Boots,Footwear,Hiking Boots,22,74.45,190.57,Active
431,Pro Reels,Fishing,Reels,3,224.6,554.12,Active
432,Carbon Paddles,Kayaking,Paddles,29,39.82,103.56,Discontinued
433,Cold Weather Sleeping Bags,Camping,Sleeping Bags,57,248.97,665.54,Active
434,Carbon Trekking Poles,Hiking,Trekking Poles,24,167.1,292.52,Active
435,Mountain Sleeping Bags,Camping,Sleeping Bags,15,83.32,198.24,Discontinued
436,Explorer Kayaks,Kayaking,Kayaks,5,32.84,55.79,Active
437,Professional Rods,Fishing,Rods,45,173.2,244.73,Active
438,Mountain Sleeping Bags,Camping,Sleeping Bags,25,41.72,62.54,Active
439,River Kayaks,Kayaking,Kayaks,9,85.2,224.36,Discontinued
440,Trail Backpacks,Hiking,Backpacks,42,137.32,193.88,Active
441,Explorer Trail Shoes,Footwear,Trail Shoes,59,61.13,149.62,Discontinued
442,Spin Reels,Fishing,Reels,49,30.81,47.47,Active
443,Pro Reels,Fishing,Reels,9,241.18,443.84,Active
444,RainShell Jackets,Apparel,Jackets,39,142.82,319.92,Active
445,Explorer Kayaks,Kayaking,Kayaks,39,220.2,371.61,Active
446,Aluminum Paddles,Kayaking,Paddles,51,165.08,412.26,Active
447,Runner Trail Shoes,Footwear,Trail Shoes,5,67.86,155.62,Active
448,Performance Shirts,Apparel,Shirts,27,102.84,264.77,Active
449,Lake Rods,Fishing,Rods,2,239.07,592.54,Active
450,Cold Weather Sleeping Bags,Camping,Sleeping Bags,51,19.56,29.04,Discontinued
451,Tournament Reels,Fishing,Reels,28,181.03,447.86,Discontinued
452,Outdoor Lantern Lighting,Camping,Lighting,6,139.04,224.38,Active
453,LED Camp Lighting,Camping,Lighting,21,243.84,394.42,Discontinued
454,Lake Rods,Fishing,Rods,55,177.68,430.33,Active
455,Alpine Tents,Camping,Tents,40,231.91,362.33,Active
456,RainShell Jackets,Apparel,Jackets,1,13.04,20.76,Active
457,Explorer Trail Shoes,Footwear,Trail Shoes,17,134.13,342.23,Active
458,StormGuard Jackets,Apparel,Jackets,57,197.47,350.76,Active
459,Trail Comfort Sleeping Bags,Camping,Sleeping Bags,46,75.28,112.12,Active
460,Explorer Trail Shoes,Footwear,Trail Shoes,37,96.43,202.45,Active
461,Thermal Jackets,Apparel,Jackets,44,195.6,518.73,Active
462,Trail Backpacks,Hiking,Backpacks,3,216.09,306.24,Discontinued
463,Performance Shirts,Apparel,Shirts,3,52.95,145.32,Discontinued
464,Carbon Trekking Poles,Hiking,Trekking Poles,18,109.9,264.68,Active
465,Spin Reels,Fishing,Reels,12,130.49,347.46,Active
466,Lake Rods,Fishing,Rods,19,26.54,54.44,Active
467,StormGuard Jackets,Apparel,Jackets,19,119.62,229.25,Active
468,Ocean Kayaks,Kayaking,Kayaks,50,98.39,271.62,Active
469,River Kayaks,Kayaking,Kayaks,15,11.53,22.76,Active
470,Ocean Kayaks,Kayaking,Kayaks,55,10.35,24.01,Active
471,Summit Tents,Camping,Tents,10,110.76,304.11,Active
472,Summit Tents,Camping,Tents,45,225.35,479.47,Active
473,Mountain Hiking Boots,Footwear,Hiking Boots,53,32.94,52.27,Discontinued
474,Outdoor Lantern Lighting,Camping,Lighting,9,24.95,58.07,Active
475,Outdoor Shirts,Apparel,Shirts,54,232.25,452.92,Active
476,Outdoor Shirts,Apparel,Shirts,9,66.07,179.77,Active
477,Trail Backpacks,Hiking,Backpacks,8,117.9,216.89,Active
478,Aluminum Trekking Poles,Hiking,Trekking Poles,6,121.2,314.33,Active
479,Carbon Paddles,Kayaking,Paddles,10,61.6,160.11,Active
480,Ocean Kayaks,Kayaking,Kayaks,20,105.1,154.34,Active
481,Explorer Backpacks,Hiking,Backpacks,36,215.1,468.56,Active
482,Cold Weather Sleeping Bags,Camping,Sleeping Bags,1,202.94,323.83,Active
483,Trail Backpacks,Hiking,Backpacks,41,207.68,398.98,Active
484,Spin Reels,Fishing,Reels,58,15.23,22.7,Discontinued
485,Explorer Backpacks,Hiking,Backpacks,4,39.41,107.16,Active
486,Tournament Reels,Fishing,Reels,44,104.8,151.05,Discontinued
487,Carbon Trekking Poles,Hiking,Trekking Poles,29,227.99,406.96,Active
488,Outdoor Lantern Lighting,Camping,Lighting,32,158.07,364.54,Discontinued
489,Spin Reels,Fishing,Reels,27,31.05,60.12,Active
490,Explorer Kayaks,Kayaking,Kayaks,2,248.58,537.21,Discontinued
491,Aluminum Paddles,Kayaking,Paddles,59,140.68,292.41,Active
492,Runner Trail Shoes,Footwear,Trail Shoes,2,16.26,36.36,Active
493,Mountain Sleeping Bags,Camping,Sleeping Bags,15,95.78,212.4,Active
494,Summit Tents,Camping,Tents,59,73.97,188.09,Active
495,Aluminum Trekking Poles,Hiking,Trekking Poles,12,234.45,653.68,Active
496,Ultralight Trekking Poles,Hiking,Trekking Poles,2,177.43,475.44,Active
497,Professional Rods,Fishing,Rods,52,237.61,610.98,Discontinued
498,Spin Reels,Fishing,Reels,15,127.7,194.92,Active
499,Rechargeable Lighting,Camping,Lighting,13,10.16,27.28,Active
500,Thermal Jackets,Apparel,Jackets,46,24.29,39.03,Active
501,Rechargeable Lighting,Camping,Lighting,43,240.53,462.55,Discontinued
502,Lake Rods,Fishing,Rods,11,82.42,131.13,Discontinued
503,Aluminum Paddles,Kayaking,Paddles,45,51.81,142.8,Active
504,Explorer Backpacks,Hiking,Backpacks,9,83.64,197.72,Active
505,Explorer Kayaks,Kayaking,Kayaks,50,237.69,463.08,Active
506,Ultralight Trekking Poles,Hiking,Trekking Poles,60,63.01,138.1,Discontinued
507,Ultralight Trekking Poles,Hiking,Trekking Poles,21,28.67,54.06,Active
508,Explorer Kayaks,Kayaking,Kayaks,22,170.81,413.53,Discontinued
509,Cold Weather Sleeping Bags,Camping,Sleeping Bags,17,69.89,104.48,Active
510,River Kayaks,Kayaking,Kayaks,11,102.62,248.92,Discontinued
511,Adventure Trail Shoes,Footwear,Trail Shoes,31,141.05,217.5,Active
512,Carbon Trekking Poles,Hiking,Trekking Poles,2,201.81,291.97,Active
513,RainShell Jackets,Apparel,Jackets,11,92.03,243.24,Active
514,Lake Rods,Fishing,Rods,31,152.57,344.67,Active
515,Mountain Hiking Boots,Footwear,Hiking Boots,7,223.54,362.12,Active
516,Explorer Backpacks,Hiking,Backpacks,47,177.33,427.52,Active
517,Aluminum Paddles,Kayaking,Paddles,37,67.01,98.47,Discontinued
518,Explorer Backpacks,Hiking,Backpacks,53,10.92,16.63,Discontinued
519,Trail Backpacks,Hiking,Backpacks,6,59.67,136.85,Discontinued
520,Trail Comfort Sleeping Bags,Camping,Sleeping Bags,17,123.03,326.38,Active
521,Carbon Paddles,Kayaking,Paddles,12,99.04,191.55,Discontinued
522,Trail Comfort Sleeping Bags,Camping,Sleeping Bags,18,121.61,208.77,Active
523,Trail Backpacks,Hiking,Backpacks,27,170.35,431.23,Active
524,Lake Rods,Fishing,Rods,35,206.42,409.97,Discontinued
525,Lake Rods,Fishing,Rods,55,81.72,159.58,Active
526,River Rods,Fishing,Rods,11,237.82,482.45,Active
527,Trail Backpacks,Hiking,Backpacks,28,111.61,310.68,Active
528,Explorer Kayaks,Kayaking,Kayaks,59,71.89,192.31,Active
529,Mountain Sleeping Bags,Camping,Sleeping Bags,18,105.37,195.63,Discontinued
530,Outdoor Lantern Lighting,Camping,Lighting,8,151.02,376.7,Discontinued
531,Adventure Backpacks,Hiking,Backpacks,7,151.1,371.97,Active
532,Lake Rods,Fishing,Rods,57,218.19,574.32,Discontinued
533,Moisture Shirts,Apparel,Shirts,3,126.54,285.04,Active
534,Performance Shirts,Apparel,Shirts,26,158.38,372.69,Active
535,Explorer Trail Shoes,Footwear,Trail Shoes,59,67.02,163.8,Active
536,Thermal Jackets,Apparel,Jackets,18,206.17,376.11,Discontinued
537,River Kayaks,Kayaking,Kayaks,29,42.25,116.78,Active
538,Moisture Shirts,Apparel,Shirts,14,164.93,274.3,Discontinued
539,Aluminum Paddles,Kayaking,Paddles,11,207.04,439.21,Active
540,Performance Shirts,Apparel,Shirts,37,197.32,421.08,Active
541,Trail Backpacks,Hiking,Backpacks,30,210.87,368.87,Active
542,Thermal Jackets,Apparel,Jackets,26,98.4,201.71,Active
543,River Kayaks,Kayaking,Kayaks,12,99.39,221.8,Discontinued
544,Pro Reels,Fishing,Reels,48,49.24,130.6,Active
545,Thermal Jackets,Apparel,Jackets,50,21.92,56.89,Active
546,Adventure Backpacks,Hiking,Backpacks,33,59.62,137.85,Active
547,Ocean Kayaks,Kayaking,Kayaks,39,228.76,527.59,Active
548,Ultralight Trekking Poles,Hiking,Trekking Poles,46,203.22,371.41,Active
549,Adventure Trail Shoes,Footwear,Trail Shoes,20,120.16,204.93,Discontinued
550,River Rods,Fishing,Rods,54,132.76,308.97,Active
551,Pro Reels,Fishing,Reels,22,174.26,361.49,Active
552,Aluminum Paddles,Kayaking,Paddles,58,72.68,174.11,Active
553,Adventure Backpacks,Hiking,Backpacks,52,193.71,515.18,Discontinued
554,Carbon Paddles,Kayaking,Paddles,19,183.11,424.37,Active
555,Adventure Trail Shoes,Footwear,Trail Shoes,37,186.82,414.04,Active
556,StormGuard Jackets,Apparel,Jackets,59,138.31,345.62,Active
557,Spin Reels,Fishing,Reels,12,211.75,556.29,Active
558,Cold Weather Sleeping Bags,Camping,Sleeping Bags,36,187.82,453.63,Active
559,Carbon Paddles,Kayaking,Paddles,56,63.34,108.48,Active
560,Adventure Trail Shoes,Footwear,Trail Shoes,55,72.53,131.4,Active
561,Mountain Hiking Boots,Footwear,Hiking Boots,5,150.06,408.47,Discontinued
562,Adventure Backpacks,Hiking,Backpacks,4,101.6,184.68,Active
563,Explorer Backpacks,Hiking,Backpacks,59,108.21,237.76,Discontinued
564,Ultralight Trekking Poles,Hiking,Trekking Poles,22,53.29,80.64,Active
565,RainShell Jackets,Apparel,Jackets,50,118.49,200.62,Active
566,Lake Rods,Fishing,Rods,9,198.45,494.47,Discontinued
567,Aluminum Paddles,Kayaking,Paddles,1,112.97,233.66,Active
568,Professional Rods,Fishing,Rods,21,99.54,141.32,Active
569,LED Camp Lighting,Camping,Lighting,45,160.4,280.44,Active
570,RainShell Jackets,Apparel,Jackets,11,102.05,226.97,Active
571,Trail Comfort Sleeping Bags,Camping,Sleeping Bags,34,119.42,254.17,Active
572,TrailPro Hiking Boots,Footwear,Hiking Boots,49,249.07,519.62,Active
573,Carbon Trekking Poles,Hiking,Trekking Poles,9,64.82,156.74,Active
574,Explorer Kayaks,Kayaking,Kayaks,46,131.11,206.16,Active
575,Explorer Trail Shoes,Footwear,Trail Shoes,4,159.55,356.03,Active
576,River Kayaks,Kayaking,Kayaks,25,175.54,348.18,Active
577,Pro Reels,Fishing,Reels,44,178.45,301.17,Active
578,Moisture Shirts,Apparel,Shirts,40,34.24,72.88,Active
579,Mountain Hiking Boots,Footwear,Hiking Boots,8,182.5,285.58,Active
580,Mountain Hiking Boots,Footwear,Hiking Boots,34,57.94,102.45,Active
581,Outdoor Shirts,Apparel,Shirts,59,48.49,105.1,Active
582,Aluminum Paddles,Kayaking,Paddles,6,66.28,93.98,Active
583,Spin Reels,Fishing,Reels,5,237.87,592.61,Active
584,Thermal Jackets,Apparel,Jackets,30,247.28,448.67,Active
585,Alpine Tents,Camping,Tents,44,214.54,408.55,Active
586,Summit Hiking Boots,Footwear,Hiking Boots,1,214.3,567.13,Active
587,Ocean Kayaks,Kayaking,Kayaks,40,95.81,192.85,Active
588,Ocean Kayaks,Kayaking,Kayaks,26,205.59,340.46,Discontinued
589,Adventure Trail Shoes,Footwear,Trail Shoes,27,175.58,363.37,Active
590,Alpine Tents,Camping,Tents,7,245.58,634.11,Discontinued
591,Tournament Reels,Fishing,Reels,25,172.81,285.79,Active
592,Professional Rods,Fishing,Rods,58,221.19,534.88,Active
593,Runner Trail Shoes,Footwear,Trail Shoes,5,223.02,449.82,Active
594,Carbon Paddles,Kayaking,Paddles,50,179.1,420.72,Active
595,Carbon Paddles,Kayaking,Paddles,31,113.88,275.28,Active
596,Carbon Paddles,Kayaking,Paddles,40,211.37,461.14,Active
597,LED Camp Lighting,Camping,Lighting,32,131.34,270.17,Active
598,Trail Comfort Sleeping Bags,Camping,Sleeping Bags,4,67.81,187.03,Active
599,Pro Reels,Fishing,Reels,29,206.1,311.29,Discontinued
600,Trail Comfort Sleeping Bags,Camping,Sleeping Bags,48,85.85,238.06,Active
601,Trail Comfort Sleeping Bags,Camping,Sleeping Bags,53,18.6,40.34,Active
602,Tournament Reels,Fishing,Reels,30,144.96,335.79,Active
603,RainShell Jackets,Apparel,Jackets,50,212.64,396.52,Discontinued
604,Aluminum Paddles,Kayaking,Paddles,15,37.37,92.04,Active
605,Moisture Shirts,Apparel,Shirts,34,241.46,436.75,Active
606,River Kayaks,Kayaking,Kayaks,53,225.25,470.64,Discontinued
607,Mountain Sleeping Bags,Camping,Sleeping Bags,55,57.02,89.47,Discontinued
608,Carbon Trekking Poles,Hiking,Trekking Poles,27,182.03,282.31,Active
609,Ocean Kayaks,Kayaking,Kayaks,33,119.77,266.49,Active
610,Mountain Hiking Boots,Footwear,Hiking Boots,28,186.69,405.96,Discontinued
611,Professional Rods,Fishing,Rods,9,148.85,360.62,Active
612,Explorer Trail Shoes,Footwear,Trail Shoes,39,221.53,439.99,Active
613,Outdoor Shirts,Apparel,Shirts,9,242.92,494.1,Active
614,Explorer Trail Shoes,Footwear,Trail Shoes,48,141.47,260.23,Active
615,Adventure Backpacks,Hiking,Backpacks,59,181.45,428.45,Active
616,Explorer Kayaks,Kayaking,Kayaks,46,140.2,321.29,Active
617,Moisture Shirts,Apparel,Shirts,27,146.95,342.98,Active
618,Mountain Hiking Boots,Footwear,Hiking Boots,4,35.55,68.73,Active
619,Carbon Trekking Poles,Hiking,Trekking Poles,10,246.05,579.88,Active
620,Carbon Paddles,Kayaking,Paddles,53,190.86,275.84,Discontinued
621,Outdoor Lantern Lighting,Camping,Lighting,48,187.48,489.47,Discontinued
622,Ultralight Trekking Poles,Hiking,Trekking Poles,25,169.48,457.1,Discontinued
623,Carbon Paddles,Kayaking,Paddles,40,13.11,22.97,Discontinued
624,Ultralight Trekking Poles,Hiking,Trekking Poles,50,141.19,316.94,Active
625,Performance Shirts,Apparel,Shirts,12,246.03,370.09,Active
626,TrailPro Hiking Boots,Footwear,Hiking Boots,11,76.99,136.27,Active
627,Trail Comfort Sleeping Bags,Camping,Sleeping Bags,10,180.33,291.54,Active
628,Professional Rods,Fishing,Rods,32,157.75,367.03,Active
629,Rechargeable Lighting,Camping,Lighting,34,136.09,372.86,Active
630,Lake Rods,Fishing,Rods,23,140.34,275.74,Active
631,Aluminum Trekking Poles,Hiking,Trekking Poles,49,96.59,164.77,Discontinued
632,River Rods,Fishing,Rods,58,170.55,345.18,Active
633,Rechargeable Lighting,Camping,Lighting,8,101.53,255.32,Discontinued
634,Performance Shirts,Apparel,Shirts,24,228.72,583.45,Discontinued
635,TrailPro Hiking Boots,Footwear,Hiking Boots,33,225.59,376.63,Active
636,Alpine Tents,Camping,Tents,41,160.46,271.99,Active
637,Carbon Paddles,Kayaking,Paddles,57,59.34,151.93,Discontinued
638,Explorer Kayaks,Kayaking,Kayaks,46,174.65,250.32,Active
639,Alpine Tents,Camping,Tents,36,23.02,57.82,Active
640,Lake Rods,Fishing,Rods,26,107.83,219.06,Discontinued
641,Thermal Jackets,Apparel,Jackets,42,171.59,368.71,Active
642,Explorer Kayaks,Kayaking,Kayaks,33,213.58,405.97,Active
643,Moisture Shirts,Apparel,Shirts,29,30.76,76.02,Discontinued
644,TrailPro Hiking Boots,Footwear,Hiking Boots,48,47.52,81.16,Discontinued
645,Tournament Reels,Fishing,Reels,59,44.58,104.68,Active
646,Outdoor Lantern Lighting,Camping,Lighting,37,43.93,64.07,Discontinued
647,Lake Rods,Fishing,Rods,47,60.41,147.28,Active
648,Ultralight Trekking Poles,Hiking,Trekking Poles,12,214.35,342.84,Active
649,Spin Reels,Fishing,Reels,37,37.51,87.75,Active
650,Tournament Reels,Fishing,Reels,5,141.92,256.44,Active
651,Explorer Tents,Camping,Tents,43,238.37,452.9,Active
652,Mountain Sleeping Bags,Camping,Sleeping Bags,32,26.75,44.7,Discontinued
653,Moisture Shirts,Apparel,Shirts,24,150.2,329.2,Active
654,Summit Hiking Boots,Footwear,Hiking Boots,46,85.17,212.92,Discontinued
655,Performance Shirts,Apparel,Shirts,31,173.1,322.69,Discontinued
656,Adventure Trail Shoes,Footwear,Trail Shoes,42,126.87,196.95,Active
657,StormGuard Jackets,Apparel,Jackets,41,57.14,138.68,Active
658,River Kayaks,Kayaking,Kayaks,53,213.9,488.61,Discontinued
659,River Rods,Fishing,Rods,35,142.38,307.66,Discontinued
660,Ocean Kayaks,Kayaking,Kayaks,38,104.2,275.92,Active
661,Ultralight Trekking Poles,Hiking,Trekking Poles,33,132.5,259.1,Active
662,Explorer Kayaks,Kayaking,Kayaks,9,174.2,428.55,Discontinued
663,Adventure Backpacks,Hiking,Backpacks,10,237.69,552.2,Discontinued
664,RainShell Jackets,Apparel,Jackets,17,192.75,332.39,Active
665,Adventure Backpacks,Hiking,Backpacks,24,59.63,159.26,Discontinued
666,Runner Trail Shoes,Footwear,Trail Shoes,7,19.58,45.19,Active
667,Carbon Paddles,Kayaking,Paddles,38,100.4,193.76,Active
668,Pro Reels,Fishing,Reels,26,243.44,416.78,Active
669,Outdoor Shirts,Apparel,Shirts,57,222.92,314.15,Active
670,Summit Hiking Boots,Footwear,Hiking Boots,14,28.5,65.57,Active
671,Explorer Backpacks,Hiking,Backpacks,43,154.48,392.96,Active
672,Explorer Trail Shoes,Footwear,Trail Shoes,31,37.2,87.25,Active
673,Professional Rods,Fishing,Rods,3,210.01,300.61,Active
674,River Rods,Fishing,Rods,37,161.09,234.36,Active
675,TrailMaster Tents,Camping,Tents,26,231.39,491.31,Active
676,Carbon Paddles,Kayaking,Paddles,31,61.98,139.4,Discontinued
677,Explorer Backpacks,Hiking,Backpacks,53,154.2,387.42,Active
678,Spin Reels,Fishing,Reels,30,183.8,345.5,Active
679,Aluminum Trekking Poles,Hiking,Trekking Poles,34,41.73,59.39,Discontinued
680,Trail Backpacks,Hiking,Backpacks,3,124.21,280.8,Active
681,Mountain Sleeping Bags,Camping,Sleeping Bags,53,41.28,92.67,Active
682,Aluminum Paddles,Kayaking,Paddles,34,98.89,144.46,Discontinued
683,Aluminum Trekking Poles,Hiking,Trekking Poles,59,94.12,237.79,Active
684,TrailPro Hiking Boots,Footwear,Hiking Boots,55,124.51,214.84,Active
685,Outdoor Shirts,Apparel,Shirts,51,55.37,132.49,Active
686,Professional Rods,Fishing,Rods,45,11.73,27.17,Active
687,Runner Trail Shoes,Footwear,Trail Shoes,17,47.15,109.02,Active
688,Tournament Reels,Fishing,Reels,44,97.75,174.56,Discontinued
689,Ultralight Trekking Poles,Hiking,Trekking Poles,24,198.11,411.17,Discontinued
690,Moisture Shirts,Apparel,Shirts,48,92.65,221.22,Active
691,Explorer Kayaks,Kayaking,Kayaks,11,65.15,162.64,Active
692,Aluminum Trekking Poles,Hiking,Trekking Poles,44,202.2,456.9,Active
693,Ultralight Trekking Poles,Hiking,Trekking Poles,10,11.27,17.22,Discontinued
694,Spin Reels,Fishing,Reels,6,25.38,43.41,Active
695,Aluminum Paddles,Kayaking,Paddles,46,157.35,335.06,Active
696,Aluminum Trekking Poles,Hiking,Trekking Poles,60,12.57,32.57,Active
697,Adventure Backpacks,Hiking,Backpacks,40,132.53,315.13,Active
698,Ocean Kayaks,Kayaking,Kayaks,11,67.42,94.42,Active
699,Outdoor Shirts,Apparel,Shirts,13,170.72,335.91,Active
700,River Kayaks,Kayaking,Kayaks,36,141.9,342.91,Active
701,Performance Shirts,Apparel,Shirts,60,155.53,260.1,Discontinued
702,Lake Rods,Fishing,Rods,36,52.01,109.68,Active
703,Pro Reels,Fishing,Reels,17,237.28,598.92,Active
704,Aluminum Paddles,Kayaking,Paddles,49,145.16,359.7,Active
705,Explorer Trail Shoes,Footwear,Trail Shoes,17,216.89,449.99,Active
706,Mountain Hiking Boots,Footwear,Hiking Boots,27,178.28,449.31,Active
707,Professional Rods,Fishing,Rods,6,209.72,366.5,Discontinued
708,Carbon Paddles,Kayaking,Paddles,21,143.09,236.08,Active
709,Carbon Trekking Poles,Hiking,Trekking Poles,59,237.31,559.19,Active
710,Summit Hiking Boots,Footwear,Hiking Boots,14,186.5,488.97,Active
711,Adventure Backpacks,Hiking,Backpacks,8,95.45,237.72,Active
712,Carbon Paddles,Kayaking,Paddles,3,193.42,417.41,Discontinued
713,Outdoor Shirts,Apparel,Shirts,37,225.55,593.96,Active
714,Mountain Hiking Boots,Footwear,Hiking Boots,37,77.26,132.19,Active
715,Rechargeable Lighting,Camping,Lighting,33,124.8,269.2,Active
716,TrailPro Hiking Boots,Footwear,Hiking Boots,30,244.36,580.98,Active
717,River Kayaks,Kayaking,Kayaks,7,171.78,331.74,Active
718,Performance Shirts,Apparel,Shirts,31,141.66,245.35,Active
719,Thermal Jackets,Apparel,Jackets,49,111.75,222.02,Active
720,Outdoor Shirts,Apparel,Shirts,37,118.17,259.97,Active
721,Rechargeable Lighting,Camping,Lighting,55,202.98,441.98,Discontinued
722,Adventure Backpacks,Hiking,Backpacks,12,45.89,116.01,Discontinued
723,Mountain Hiking Boots,Footwear,Hiking Boots,51,134.08,322.97,Discontinued
724,Moisture Shirts,Apparel,Shirts,7,216.04,316.89,Active
725,TrailMaster Tents,Camping,Tents,29,124.37,283.79,Active
726,Outdoor Shirts,Apparel,Shirts,17,144.48,390.76,Active
727,Cold Weather Sleeping Bags,Camping,Sleeping Bags,39,94.26,221.64,Active
728,Lake Rods,Fishing,Rods,32,95.23,223.07,Discontinued
729,Mountain Sleeping Bags,Camping,Sleeping Bags,10,78.77,179.94,Active
730,Aluminum Paddles,Kayaking,Paddles,55,161.51,355.37,Active
731,TrailMaster Tents,Camping,Tents,19,64.77,119.41,Active
732,Pro Reels,Fishing,Reels,24,223.05,556.14,Discontinued
733,Summit Hiking Boots,Footwear,Hiking Boots,16,215.01,338.65,Active
734,River Kayaks,Kayaking,Kayaks,5,50.06,77.3,Discontinued
735,River Rods,Fishing,Rods,6,195.02,416.09,Active
736,RainShell Jackets,Apparel,Jackets,20,167.16,441.25,Active
737,Aluminum Trekking Poles,Hiking,Trekking Poles,54,160.36,253.98,Active
738,TrailMaster Tents,Camping,Tents,31,216.49,401.65,Discontinued
739,Tournament Reels,Fishing,Reels,45,116.76,321.95,Active
740,Tournament Reels,Fishing,Reels,28,189.74,498.68,Active
741,Moisture Shirts,Apparel,Shirts,20,64.51,98.4,Active
742,Runner Trail Shoes,Footwear,Trail Shoes,53,82.86,116.01,Active
743,Outdoor Shirts,Apparel,Shirts,32,138.42,327.07,Discontinued
744,Thermal Jackets,Apparel,Jackets,51,201.51,450.54,Active
745,Spin Reels,Fishing,Reels,26,108.82,237.75,Active
746,Aluminum Trekking Poles,Hiking,Trekking Poles,41,62.94,95.1,Active
747,Pro Reels,Fishing,Reels,18,165.63,355.23,Discontinued
748,Trail Backpacks,Hiking,Backpacks,30,42.79,66.52,Discontinued
749,Performance Shirts,Apparel,Shirts,35,86.95,140.25,Active
750,Explorer Backpacks,Hiking,Backpacks,47,74.61,179.16,Active
751,Trail Backpacks,Hiking,Backpacks,27,13.53,23.06,Active
752,Adventure Trail Shoes,Footwear,Trail Shoes,6,177.26,256.04,Active
753,Trail Comfort Sleeping Bags,Camping,Sleeping Bags,13,27.13,55.84,Active
754,Summit Hiking Boots,Footwear,Hiking Boots,25,243.9,585.5,Discontinued
755,Trail Backpacks,Hiking,Backpacks,34,120.6,299.01,Active
756,Explorer Trail Shoes,Footwear,Trail Shoes,11,240.69,652.44,Active
757,Ocean Kayaks,Kayaking,Kayaks,24,125.5,228.2,Active
758,River Kayaks,Kayaking,Kayaks,1,66.63,133.78,Active
759,Thermal Jackets,Apparel,Jackets,3,199.39,281.64,Discontinued
